Country name,Regional indicator,Ladder score,Logged GDP per capita,Social support,Healthy life expectancy,Freedom to make life choices,Generosity,Perceptions of corruption,index,key,value,min,max,norm_val,mid
Chile,Latin America and Caribbean,6.172,10.071,0.882,70,0.742,-0.044,0.83,25,"""Generosity""",-0.044,-0.236,0.509,0.257718121,0.1365
Chile,Latin America and Caribbean,6.172,10.071,0.882,70,0.742,-0.044,0.83,25,"""Perceptions of corruption""",0.83,0.242,0.918,0.869822485,0.58
China,East Asia,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,26,"""Ladder score""",5.339,2.523,7.842,0.529422824,5.1825
China,East Asia,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,26,"""Logged GDP per capita""",9.673,7.364,10.933,0.646959933,9.1485
China,East Asia,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,26,"""Social support""",0.811,0.54,0.983,0.611738149,0.7615
China,East Asia,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,26,"""Healthy life expectancy""",69.593,48.7,75.1,0.791401515,61.9
China,East Asia,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,26,"""Freedom to make life choices""",0.904,0.561,0.96,0.859649123,0.7605
China,East Asia,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,26,"""Generosity""",-0.146,-0.236,0.509,0.120805369,0.1365
China,East Asia,5.339,9.673,0.811,69.593,0.904,-0.146,0.755,26,"""Perceptions of corruption""",0.755,0.242,0.918,0.75887574,0.58
Colombia,Latin America and Caribbean,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,27,"""Ladder score""",6.012,2.523,7.842,0.655950367,5.1825
Colombia,Latin America and Caribbean,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,27,"""Logged GDP per capita""",9.557,7.364,10.933,0.614457831,9.1485
Colombia,Latin America and Caribbean,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,27,"""Social support""",0.847,0.54,0.983,0.693002257,0.7615
Colombia,Latin America and Caribbean,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,27,"""Healthy life expectancy""",68.001,48.7,75.1,0.731098485,61.9
Colombia,Latin America and Caribbean,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,27,"""Freedom to make life choices""",0.837,0.561,0.96,0.691729323,0.7605
Colombia,Latin America and Caribbean,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,27,"""Generosity""",-0.135,-0.236,0.509,0.13557047,0.1365
Colombia,Latin America and Caribbean,6.012,9.557,0.847,68.001,0.837,-0.135,0.841,27,"""Perceptions of corruption""",0.841,0.242,0.918,0.886094675,0.58
Comoros,Sub-Saharan Africa,4.289,8.031,0.626,57.349,0.548,0.082,0.781,28,"""Ladder score""",4.289,2.523,7.842,0.332017296,5.1825
Comoros,Sub-Saharan Africa,4.289,8.031,0.626,57.349,0.548,0.082,0.781,28,"""Logged GDP per capita""",8.031,7.364,10.933,0.186887083,9.1485
Comoros,Sub-Saharan Africa,4.289,8.031,0.626,57.349,0.548,0.082,0.781,28,"""Social support""",0.626,0.54,0.983,0.194130926,0.7615
Comoros,Sub-Saharan Africa,4.289,8.031,0.626,57.349,0.548,0.082,0.781,28,"""Healthy life expectancy""",57.349,48.7,75.1,0.327613636,61.9
Comoros,Sub-Saharan Africa,4.289,8.031,0.626,57.349,0.548,0.082,0.781,28,"""Freedom to make life choices""",0.548,0.561,0.96,-0.032581454,0.7605
Comoros,Sub-Saharan Africa,4.289,8.031,0.626,57.349,0.548,0.082,0.781,28,"""Generosity""",0.082,-0.236,0.509,0.426845638,0.1365
Comoros,Sub-Saharan Africa,4.289,8.031,0.626,57.349,0.548,0.082,0.781,28,"""Perceptions of corruption""",0.781,0.242,0.918,0.797337278,0.58
Republic of Congo,Sub-Saharan Africa,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,29,"""Ladder score""",5.342,2.523,7.842,0.52998684,5.1825
Republic of Congo,Sub-Saharan Africa,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,29,"""Logged GDP per capita""",8.117,7.364,10.933,0.210983469,9.1485
Republic of Congo,Sub-Saharan Africa,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,29,"""Social support""",0.636,0.54,0.983,0.216704289,0.7615
Republic of Congo,Sub-Saharan Africa,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,29,"""Healthy life expectancy""",58.221,48.7,75.1,0.360643939,61.9
Republic of Congo,Sub-Saharan Africa,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,29,"""Freedom to make life choices""",0.695,0.561,0.96,0.335839599,0.7605
Republic of Congo,Sub-Saharan Africa,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,29,"""Generosity""",-0.068,-0.236,0.509,0.225503356,0.1365
Republic of Congo,Sub-Saharan Africa,5.342,8.117,0.636,58.221,0.695,-0.068,0.745,29,"""Perceptions of corruption""",0.745,0.242,0.918,0.74408284,0.58
Costa Rica,Latin America and Caribbean,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,30,"""Ladder score""",7.069,2.523,7.842,0.854671931,5.1825
Costa Rica,Latin America and Caribbean,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,30,"""Logged GDP per capita""",9.88,7.364,10.933,0.704959372,9.1485
Costa Rica,Latin America and Caribbean,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,30,"""Social support""",0.891,0.54,0.983,0.792325056,0.7615
Costa Rica,Latin America and Caribbean,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,30,"""Healthy life expectancy""",71.4,48.7,75.1,0.859848485,61.9
Costa Rica,Latin America and Caribbean,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,30,"""Freedom to make life choices""",0.934,0.561,0.96,0.934837093,0.7605
Costa Rica,Latin America and Caribbean,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,30,"""Generosity""",-0.126,-0.236,0.509,0.147651007,0.1365
Costa Rica,Latin America and Caribbean,7.069,9.88,0.891,71.4,0.934,-0.126,0.809,30,"""Perceptions of corruption""",0.809,0.242,0.918,0.838757396,0.58
Croatia,Central and Eastern Europe,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,31,"""Ladder score""",5.882,2.523,7.842,0.631509682,5.1825
Croatia,Central and Eastern Europe,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,31,"""Logged GDP per capita""",10.217,7.364,10.933,0.799383581,9.1485
Croatia,Central and Eastern Europe,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,31,"""Social support""",0.924,0.54,0.983,0.866817156,0.7615
Croatia,Central and Eastern Europe,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,31,"""Healthy life expectancy""",70.799,48.7,75.1,0.837083333,61.9
Croatia,Central and Eastern Europe,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,31,"""Freedom to make life choices""",0.754,0.561,0.96,0.483709273,0.7605
Croatia,Central and Eastern Europe,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,31,"""Generosity""",-0.118,-0.236,0.509,0.158389262,0.1365
Croatia,Central and Eastern Europe,5.882,10.217,0.924,70.799,0.754,-0.118,0.939,31,"""Perceptions of corruption""",0.939,0.242,0.918,1.031065089,0.58
Cyprus,Western Europe,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,32,"""Ladder score""",6.223,2.523,7.842,0.695619477,5.1825
Cyprus,Western Europe,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,32,"""Logged GDP per capita""",10.576,7.364,10.933,0.899971981,9.1485
Cyprus,Western Europe,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,32,"""Social support""",0.802,0.54,0.983,0.591422122,0.7615
Cyprus,Western Europe,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,32,"""Healthy life expectancy""",73.898,48.7,75.1,0.954469697,61.9
Cyprus,Western Europe,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,32,"""Freedom to make life choices""",0.763,0.561,0.96,0.506265664,0.7605
Cyprus,Western Europe,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,32,"""Generosity""",-0.015,-0.236,0.509,0.296644295,0.1365
Cyprus,Western Europe,6.223,10.576,0.802,73.898,0.763,-0.015,0.844,32,"""Perceptions of corruption""",0.844,0.242,0.918,0.890532544,0.58
Czech Republic,Central and Eastern Europe,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,33,"""Ladder score""",6.965,2.523,7.842,0.835119383,5.1825
Czech Republic,Central and Eastern Europe,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,33,"""Logged GDP per capita""",10.556,7.364,10.933,0.89436817,9.1485
Czech Republic,Central and Eastern Europe,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,33,"""Social support""",0.947,0.54,0.983,0.918735892,0.7615
Czech Republic,Central and Eastern Europe,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,33,"""Healthy life expectancy""",70.807,48.7,75.1,0.837386364,61.9
Czech Republic,Central and Eastern Europe,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,33,"""Freedom to make life choices""",0.858,0.561,0.96,0.744360902,0.7605
Czech Republic,Central and Eastern Europe,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,33,"""Generosity""",-0.208,-0.236,0.509,0.037583893,0.1365
Czech Republic,Central and Eastern Europe,6.965,10.556,0.947,70.807,0.858,-0.208,0.868,33,"""Perceptions of corruption""",0.868,0.242,0.918,0.926035503,0.58
Denmark,Western Europe,7.62,10.933,0.954,72.7,0.946,0.03,0.179,34,"""Ladder score""",7.62,2.523,7.842,0.958262831,5.1825
Denmark,Western Europe,7.62,10.933,0.954,72.7,0.946,0.03,0.179,34,"""Logged GDP per capita""",10.933,7.364,10.933,1,9.1485
Denmark,Western Europe,7.62,10.933,0.954,72.7,0.946,0.03,0.179,34,"""Social support""",0.954,0.54,0.983,0.934537246,0.7615
Denmark,Western Europe,7.62,10.933,0.954,72.7,0.946,0.03,0.179,34,"""Healthy life expectancy""",72.7,48.7,75.1,0.909090909,61.9
Denmark,Western Europe,7.62,10.933,0.954,72.7,0.946,0.03,0.179,34,"""Freedom to make life choices""",0.946,0.561,0.96,0.964912281,0.7605
Denmark,Western Europe,7.62,10.933,0.954,72.7,0.946,0.03,0.179,34,"""Generosity""",0.03,-0.236,0.509,0.35704698,0.1365
Denmark,Western Europe,7.62,10.933,0.954,72.7,0.946,0.03,0.179,34,"""Perceptions of corruption""",0.179,0.242,0.918,-0.093195266,0.58
Dominican Republic,Latin America and Caribbean,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,35,"""Ladder score""",5.545,2.523,7.842,0.568151908,5.1825
Dominican Republic,Latin America and Caribbean,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,35,"""Logged GDP per capita""",9.802,7.364,10.933,0.683104511,9.1485
Dominican Republic,Latin America and Caribbean,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,35,"""Social support""",0.853,0.54,0.983,0.706546275,0.7615
Dominican Republic,Latin America and Caribbean,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,35,"""Healthy life expectancy""",66.102,48.7,75.1,0.659166667,61.9
Dominican Republic,Latin America and Caribbean,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,35,"""Freedom to make life choices""",0.86,0.561,0.96,0.749373434,0.7605
Dominican Republic,Latin America and Caribbean,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,35,"""Generosity""",-0.133,-0.236,0.509,0.138255034,0.1365
Dominican Republic,Latin America and Caribbean,5.545,9.802,0.853,66.102,0.86,-0.133,0.714,35,"""Perceptions of corruption""",0.714,0.242,0.918,0.698224852,0.58
Ecuador,Latin America and Caribbean,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,36,"""Ladder score""",5.764,2.523,7.842,0.609325061,5.1825
Ecuador,Latin America and Caribbean,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,36,"""Logged GDP per capita""",9.313,7.364,10.933,0.546091342,9.1485
Ecuador,Latin America and Caribbean,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,36,"""Social support""",0.821,0.54,0.983,0.634311512,0.7615
Ecuador,Latin America and Caribbean,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,36,"""Healthy life expectancy""",68.8,48.7,75.1,0.761363636,61.9
Ecuador,Latin America and Caribbean,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,36,"""Freedom to make life choices""",0.842,0.561,0.96,0.704260652,0.7605
Ecuador,Latin America and Caribbean,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,36,"""Generosity""",-0.124,-0.236,0.509,0.15033557,0.1365
Ecuador,Latin America and Caribbean,5.764,9.313,0.821,68.8,0.842,-0.124,0.843,36,"""Perceptions of corruption""",0.843,0.242,0.918,0.889053254,0.58
Egypt,Middle East and North Africa,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,37,"""Ladder score""",4.283,2.523,7.842,0.330889265,5.1825
Egypt,Middle East and North Africa,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,37,"""Logged GDP per capita""",9.367,7.364,10.933,0.561221631,9.1485
Egypt,Middle East and North Africa,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,37,"""Social support""",0.75,0.54,0.983,0.474040632,0.7615
Egypt,Middle East and North Africa,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,37,"""Healthy life expectancy""",61.998,48.7,75.1,0.503712121,61.9
Egypt,Middle East and North Africa,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,37,"""Freedom to make life choices""",0.749,0.561,0.96,0.471177945,0.7605
Egypt,Middle East and North Africa,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,37,"""Generosity""",-0.182,-0.236,0.509,0.072483221,0.1365
Egypt,Middle East and North Africa,4.283,9.367,0.75,61.998,0.749,-0.182,0.795,37,"""Perceptions of corruption""",0.795,0.242,0.918,0.818047337,0.58
El Salvador,Latin America and Caribbean,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,38,"""Ladder score""",6.061,2.523,7.842,0.665162625,5.1825
El Salvador,Latin America and Caribbean,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,38,"""Logged GDP per capita""",9.054,7.364,10.933,0.473521995,9.1485
El Salvador,Latin America and Caribbean,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,38,"""Social support""",0.762,0.54,0.983,0.501128668,0.7615
El Salvador,Latin America and Caribbean,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,38,"""Healthy life expectancy""",66.402,48.7,75.1,0.670530303,61.9
El Salvador,Latin America and Caribbean,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,38,"""Freedom to make life choices""",0.888,0.561,0.96,0.819548872,0.7605
El Salvador,Latin America and Caribbean,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,38,"""Generosity""",-0.11,-0.236,0.509,0.169127517,0.1365
El Salvador,Latin America and Caribbean,6.061,9.054,0.762,66.402,0.888,-0.11,0.688,38,"""Perceptions of corruption""",0.688,0.242,0.918,0.659763314,0.58
Estonia,Central and Eastern Europe,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,39,"""Ladder score""",6.189,2.523,7.842,0.689227298,5.1825
Estonia,Central and Eastern Europe,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,39,"""Logged GDP per capita""",10.481,7.364,10.933,0.873353881,9.1485
Estonia,Central and Eastern Europe,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,39,"""Social support""",0.941,0.54,0.983,0.905191874,0.7615
Estonia,Central and Eastern Europe,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,39,"""Healthy life expectancy""",68.8,48.7,75.1,0.761363636,61.9
Estonia,Central and Eastern Europe,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,39,"""Freedom to make life choices""",0.909,0.561,0.96,0.872180451,0.7605
Estonia,Central and Eastern Europe,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,39,"""Generosity""",-0.106,-0.236,0.509,0.174496644,0.1365
Estonia,Central and Eastern Europe,6.189,10.481,0.941,68.8,0.909,-0.106,0.527,39,"""Perceptions of corruption""",0.527,0.242,0.918,0.421597633,0.58
Ethiopia,Sub-Saharan Africa,4.275,7.694,0.764,59,0.752,0.082,0.761,40,"""Ladder score""",4.275,2.523,7.842,0.329385223,5.1825
Ethiopia,Sub-Saharan Africa,4.275,7.694,0.764,59,0.752,0.082,0.761,40,"""Logged GDP per capita""",7.694,7.364,10.933,0.092462875,9.1485
Ethiopia,Sub-Saharan Africa,4.275,7.694,0.764,59,0.752,0.082,0.761,40,"""Social support""",0.764,0.54,0.983,0.505643341,0.7615
Ethiopia,Sub-Saharan Africa,4.275,7.694,0.764,59,0.752,0.082,0.761,40,"""Healthy life expectancy""",59,48.7,75.1,0.390151515,61.9
Ethiopia,Sub-Saharan Africa,4.275,7.694,0.764,59,0.752,0.082,0.761,40,"""Freedom to make life choices""",0.752,0.561,0.96,0.478696742,0.7605
Ethiopia,Sub-Saharan Africa,4.275,7.694,0.764,59,0.752,0.082,0.761,40,"""Generosity""",0.082,-0.236,0.509,0.426845638,0.1365
Ethiopia,Sub-Saharan Africa,4.275,7.694,0.764,59,0.752,0.082,0.761,40,"""Perceptions of corruption""",0.761,0.242,0.918,0.767751479,0.58
Finland,Western Europe,7.842,10.775,0.954,72,0.949,-0.098,0.186,41,"""Ladder score""",7.842,2.523,7.842,1,5.1825
Finland,Western Europe,7.842,10.775,0.954,72,0.949,-0.098,0.186,41,"""Logged GDP per capita""",10.775,7.364,10.933,0.955729896,9.1485
Finland,Western Europe,7.842,10.775,0.954,72,0.949,-0.098,0.186,41,"""Social support""",0.954,0.54,0.983,0.934537246,0.7615
Finland,Western Europe,7.842,10.775,0.954,72,0.949,-0.098,0.186,41,"""Healthy life expectancy""",72,48.7,75.1,0.882575758,61.9
Finland,Western Europe,7.842,10.775,0.954,72,0.949,-0.098,0.186,41,"""Freedom to make life choices""",0.949,0.561,0.96,0.972431078,0.7605
Finland,Western Europe,7.842,10.775,0.954,72,0.949,-0.098,0.186,41,"""Generosity""",-0.098,-0.236,0.509,0.185234899,0.1365
Finland,Western Europe,7.842,10.775,0.954,72,0.949,-0.098,0.186,41,"""Perceptions of corruption""",0.186,0.242,0.918,-0.082840237,0.58
France,Western Europe,6.69,10.704,0.942,74,0.822,-0.147,0.571,42,"""Ladder score""",6.69,2.523,7.842,0.783417936,5.1825
France,Western Europe,6.69,10.704,0.942,74,0.822,-0.147,0.571,42,"""Logged GDP per capita""",10.704,7.364,10.933,0.935836369,9.1485
France,Western Europe,6.69,10.704,0.942,74,0.822,-0.147,0.571,42,"""Social support""",0.942,0.54,0.983,0.90744921,0.7615
France,Western Europe,6.69,10.704,0.942,74,0.822,-0.147,0.571,42,"""Healthy life expectancy""",74,48.7,75.1,0.958333333,61.9
France,Western Europe,6.69,10.704,0.942,74,0.822,-0.147,0.571,42,"""Freedom to make life choices""",0.822,0.561,0.96,0.654135338,0.7605
France,Western Europe,6.69,10.704,0.942,74,0.822,-0.147,0.571,42,"""Generosity""",-0.147,-0.236,0.509,0.119463087,0.1365
France,Western Europe,6.69,10.704,0.942,74,0.822,-0.147,0.571,42,"""Perceptions of corruption""",0.571,0.242,0.918,0.486686391,0.58
Gabon,Sub-Saharan Africa,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,43,"""Ladder score""",4.852,2.523,7.842,0.43786426,5.1825
Gabon,Sub-Saharan Africa,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,43,"""Logged GDP per capita""",9.603,7.364,10.933,0.627346596,9.1485
Gabon,Sub-Saharan Africa,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,43,"""Social support""",0.776,0.54,0.983,0.532731377,0.7615
Gabon,Sub-Saharan Africa,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,43,"""Healthy life expectancy""",59.962,48.7,75.1,0.426590909,61.9
Gabon,Sub-Saharan Africa,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,43,"""Freedom to make life choices""",0.731,0.561,0.96,0.426065163,0.7605
Gabon,Sub-Saharan Africa,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,43,"""Generosity""",-0.2,-0.236,0.509,0.048322148,0.1365
Gabon,Sub-Saharan Africa,4.852,9.603,0.776,59.962,0.731,-0.2,0.84,43,"""Perceptions of corruption""",0.84,0.242,0.918,0.884615385,0.58
Gambia,Sub-Saharan Africa,5.051,7.686,0.69,55.16,0.697,0.424,0.746,44,"""Ladder score""",5.051,2.523,7.842,0.475277308,5.1825
Gambia,Sub-Saharan Africa,5.051,7.686,0.69,55.16,0.697,0.424,0.746,44,"""Logged GDP per capita""",7.686,7.364,10.933,0.090221351,9.1485
Gambia,Sub-Saharan Africa,5.051,7.686,0.69,55.16,0.697,0.424,0.746,44,"""Social support""",0.69,0.54,0.983,0.338600451,0.7615
Gambia,Sub-Saharan Africa,5.051,7.686,0.69,55.16,0.697,0.424,0.746,44,"""Healthy life expectancy""",55.16,48.7,75.1,0.24469697,61.9
Gambia,Sub-Saharan Africa,5.051,7.686,0.69,55.16,0.697,0.424,0.746,44,"""Freedom to make life choices""",0.697,0.561,0.96,0.34085213,0.7605
Gambia,Sub-Saharan Africa,5.051,7.686,0.69,55.16,0.697,0.424,0.746,44,"""Generosity""",0.424,-0.236,0.509,0.88590604,0.1365
Gambia,Sub-Saharan Africa,5.051,7.686,0.69,55.16,0.697,0.424,0.746,44,"""Perceptions of corruption""",0.746,0.242,0.918,0.74556213,0.58
Georgia,Commonwealth of Independent States,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,45,"""Ladder score""",4.891,2.523,7.842,0.445196466,5.1825
Georgia,Commonwealth of Independent States,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,45,"""Logged GDP per capita""",9.585,7.364,10.933,0.622303166,9.1485
Georgia,Commonwealth of Independent States,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,45,"""Social support""",0.671,0.54,0.983,0.295711061,0.7615
Georgia,Commonwealth of Independent States,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,45,"""Healthy life expectancy""",64.3,48.7,75.1,0.590909091,61.9
Georgia,Commonwealth of Independent States,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,45,"""Freedom to make life choices""",0.783,0.561,0.96,0.556390977,0.7605
Georgia,Commonwealth of Independent States,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,45,"""Generosity""",-0.238,-0.236,0.509,-0.002684564,0.1365
Georgia,Commonwealth of Independent States,4.891,9.585,0.671,64.3,0.783,-0.238,0.655,45,"""Perceptions of corruption""",0.655,0.242,0.918,0.610946746,0.58
Germany,Western Europe,7.155,10.873,0.903,72.5,0.875,0.011,0.46,46,"""Ladder score""",7.155,2.523,7.842,0.870840384,5.1825
Germany,Western Europe,7.155,10.873,0.903,72.5,0.875,0.011,0.46,46,"""Logged GDP per capita""",10.873,7.364,10.933,0.983188568,9.1485
Germany,Western Europe,7.155,10.873,0.903,72.5,0.875,0.011,0.46,46,"""Social support""",0.903,0.54,0.983,0.819413093,0.7615
Germany,Western Europe,7.155,10.873,0.903,72.5,0.875,0.011,0.46,46,"""Healthy life expectancy""",72.5,48.7,75.1,0.901515152,61.9
Germany,Western Europe,7.155,10.873,0.903,72.5,0.875,0.011,0.46,46,"""Freedom to make life choices""",0.875,0.561,0.96,0.786967419,0.7605
Germany,Western Europe,7.155,10.873,0.903,72.5,0.875,0.011,0.46,46,"""Generosity""",0.011,-0.236,0.509,0.331543624,0.1365
Germany,Western Europe,7.155,10.873,0.903,72.5,0.875,0.011,0.46,46,"""Perceptions of corruption""",0.46,0.242,0.918,0.322485207,0.58
Ghana,Sub-Saharan Africa,5.088,8.58,0.727,57.586,0.807,0.123,0.848,47,"""Ladder score""",5.088,2.523,7.842,0.482233503,5.1825
Ghana,Sub-Saharan Africa,5.088,8.58,0.727,57.586,0.807,0.123,0.848,47,"""Logged GDP per capita""",8.58,7.364,10.933,0.340711684,9.1485
Ghana,Sub-Saharan Africa,5.088,8.58,0.727,57.586,0.807,0.123,0.848,47,"""Social support""",0.727,0.54,0.983,0.422121896,0.7615
Ghana,Sub-Saharan Africa,5.088,8.58,0.727,57.586,0.807,0.123,0.848,47,"""Healthy life expectancy""",57.586,48.7,75.1,0.336590909,61.9
Ghana,Sub-Saharan Africa,5.088,8.58,0.727,57.586,0.807,0.123,0.848,47,"""Freedom to make life choices""",0.807,0.561,0.96,0.616541353,0.7605
Ghana,Sub-Saharan Africa,5.088,8.58,0.727,57.586,0.807,0.123,0.848,47,"""Generosity""",0.123,-0.236,0.509,0.481879195,0.1365
Ghana,Sub-Saharan Africa,5.088,8.58,0.727,57.586,0.807,0.123,0.848,47,"""Perceptions of corruption""",0.848,0.242,0.918,0.896449704,0.58
Greece,Western Europe,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,48,"""Ladder score""",5.723,2.523,7.842,0.601616845,5.1825
Greece,Western Europe,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,48,"""Logged GDP per capita""",10.279,7.364,10.933,0.816755394,9.1485
Greece,Western Europe,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,48,"""Social support""",0.823,0.54,0.983,0.638826185,0.7615
Greece,Western Europe,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,48,"""Healthy life expectancy""",72.6,48.7,75.1,0.90530303,61.9
Greece,Western Europe,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,48,"""Freedom to make life choices""",0.582,0.561,0.96,0.052631579,0.7605
Greece,Western Europe,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,48,"""Generosity""",-0.288,-0.236,0.509,-0.069798658,0.1365
Greece,Western Europe,5.723,10.279,0.823,72.6,0.582,-0.288,0.823,48,"""Perceptions of corruption""",0.823,0.242,0.918,0.859467456,0.58
Guatemala,Latin America and Caribbean,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,49,"""Ladder score""",6.435,2.523,7.842,0.735476593,5.1825
Guatemala,Latin America and Caribbean,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,49,"""Logged GDP per capita""",9.053,7.364,10.933,0.473241804,9.1485
Guatemala,Latin America and Caribbean,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,49,"""Social support""",0.813,0.54,0.983,0.616252822,0.7615
Guatemala,Latin America and Caribbean,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,49,"""Healthy life expectancy""",64.958,48.7,75.1,0.615833333,61.9
Guatemala,Latin America and Caribbean,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,49,"""Freedom to make life choices""",0.906,0.561,0.96,0.864661654,0.7605
Guatemala,Latin America and Caribbean,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,49,"""Generosity""",-0.038,-0.236,0.509,0.265771812,0.1365
Guatemala,Latin America and Caribbean,6.435,9.053,0.813,64.958,0.906,-0.038,0.775,49,"""Perceptions of corruption""",0.775,0.242,0.918,0.788461538,0.58
Guinea,Sub-Saharan Africa,4.984,7.838,0.639,55.008,0.697,0.095,0.766,50,"""Ladder score""",4.984,2.523,7.842,0.462680955,5.1825
Guinea,Sub-Saharan Africa,4.984,7.838,0.639,55.008,0.697,0.095,0.766,50,"""Logged GDP per capita""",7.838,7.364,10.933,0.132810311,9.1485
Guinea,Sub-Saharan Africa,4.984,7.838,0.639,55.008,0.697,0.095,0.766,50,"""Social support""",0.639,0.54,0.983,0.223476298,0.7615
Guinea,Sub-Saharan Africa,4.984,7.838,0.639,55.008,0.697,0.095,0.766,50,"""Healthy life expectancy""",55.008,48.7,75.1,0.238939394,61.9
Guinea,Sub-Saharan Africa,4.984,7.838,0.639,55.008,0.697,0.095,0.766,50,"""Freedom to make life choices""",0.697,0.561,0.96,0.34085213,0.7605
